hwWlanStaMac;hwWlanStaUsername;hwWlanStaApMac;hwWlanStaApName;hwWlanStaApGroup;hwWlanStaRadioId;hwWlanStaAssocBand;hwWlanStaSupportBand;hwWlanStaAccessChannel;hwWlanStaRfMode;hwWlanStaHtMode;hwWlanStaMcsVal;hwWlanStaShortGIStatus;hwWlanStaConnectRxRate;hwWlanStaConnectTxRate;hwWlanStaEssName;hwWlanStaBSSID;hwWlanStaSsid;hwWlanStaStatus;hwWlanStaAuthenMethod;hwWlanStaEncryptMethod;hwWlanStaQosMode;hwWlanStaRoamStatus;hwWlanStaVlan;hwWlanStaIP;hwWlanStaIPv6;hwWlanStaGateway;hwWlanStaAssocTime;hwWlanStaAccessTime;hwWlanStaOnlineTime;hwWlanStaAccessOnlineTime;hwWlanStaStatOperMode;hwWlanStaWirelessStatRxFrames;hwWlanStaWirelessRxBytes;hwWlanStaWirelessRxRate;hwWlanStaWirelessStatTxFrames;hwWlanStaWirelessTxBytes;hwWlanStaWirelessTxRate;hwWlanStaPeriodSendDropFrames;hwWlanStaPeriodReSendFrames;hwWlanStaPeriodReSendBytes;hwWlanStaRssi;hwWlanStaNoise;hwWlanStaSnrUs;hwWlanStaRxPowerUs;hwWlanStaChannelUtilRate;hwWlanStaChannelBusyRate;hwWlanStaChannelTxRatio;hwWlanStaChannelRxRatio;hwWlanStaChannelFreeRate;hwWlanStaChannelInterfRate;hwWlanStaPeriodSendFrames;hwWlanStaApId;hwWlanStationUapsdCapacity;hwWlanStationPowerSavePercent;hwWlanStaAssocStartTime;hwWlanStaAssocSuccessTime;hwWlanStaAuthStartTime;hwWlanStaAuthSuccessTime;hwWlanStaDhcpStartTime;hwWlanStaDhcpSuccessTime;hwWlanStaVHTCapable;hwWlanStaVHTTxBFCapable;hwWlanStaMUMIMOCapable;hwWlanStaWpaStartTime;hwWlanStaWpaSuccessTime;hwWlanStaWirelessPacketDelay;hwWlanStaAccessSuccessRate;hwWlanStaTotalAccessTime;hwWlanStaDelayStatus;hwWlanStaAssocDuration;hwWlanStaWpaDuration;hwWlanStaAuthDuration;hwWlanStaDhcpDuration;hwWlanStationDevType;hwWlanStaNaviACID;hwWlanStaWirelessStatRxIPv6Frames;hwWlanStaWirelessRxIPv6Bytes;hwWlanStaWirelessStatTxIPv6Frames;hwWlanStaWirelessTxIPv6Bytes;hwWlanStaGatewayIPv6;hwWlanStaCategoryName;hwWlanStaVendorName;hwWlanStaModelName;hwWlanStaOS;Index Value
2E-42-88-4F-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;360;360;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062674;FE80::6B:C8E6:5D50:D59?2001:648:2D00:3023:822:B27D:2246:DFC2?2001:648:2D00:3023:B1D1:B541:9024:3CEE;106261;1708085153;1708085154;366;365;;673;253093;360;674;341245;552;0;2;0;-63;0;3200;-6300;2;2;1;0;98;1;50;4;0;76;1708092377;1708092377;1708092377;1708092378;1708092384;0;support;support;nonsupport;1708092378;1708092378;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;4.67E+14
2E-F9-76-E7-;;84-46-FE-A3-E6-80;KTIRIO_H_R1-AP_0.3;EDUROAM;1;2;3;100;;ht40;9;support;54;120;eduroam;84-46-FE-A3-E6-90;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062259;FE80::1085:56C:A46D:72B2?2001:648:2D00:3021:196D:CB91:F644:79E5?2001:648:2D00:3021:43E:FB97:F52C:C35F?2001:648:2D00:3021:196C:A44B:220:6B98;106221;1708081265;1708081266;4255;4253;;10510;2990251;9992;47198;54315042;591592;0;269;0;-82;0;1300;-8200;0;0;0;0;100;0;10799;45;0;66;1708091753;1708091753;1708091753;1708091753;1708091753;1708091753;support;support;nonsupport;1708091753;1708091753;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;4.62E+15
30-52-CB-F4-;;B0-08-75-C7-69-E0;KTIRIO_A_R0-AP_1.8;EDUROAM;0;1;1;6;;ht20;7;support;72;52;eduroam;B0-08-75-C7-69-E0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;21;1062261;FE80::370:8A6A:C567:50CE?2001:648:2D00:3021:F17A:9C90:D935:49B0?2001:648:2D00:3021:35D:90D5:815D:F03;106221;1708081225;1708081225;4295;4295;;132157;12940062;24000;320351;431110080;1199672;0;597;0;-56;0;3900;-5600;7;7;2;0;93;5;19019;23;0;0;1708088424;1708088424;1708088424;1708088425;1708088425;1708088426;nonsupport;nonsupport;nonsupport;1708088425;1708088425;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;4.88E+13
30-C9-AB-9A-;;B0-08-75-C7-6A-E0;KTIRIO_A_R0-AP_0.5;EDUROAM;1;2;3;60;;ht40;9;support;400;400;eduroam;B0-08-75-C7-6A-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062832;FE80::A23F:C278:466F:D3A5?2001:648:2D00:3024:19D8:D77D:3D24:9B18;106281;1708081255;1708081255;4266;4264;;22388;4310845;14064;51356;59680799;20960;0;18;0;-54;0;4100;-5400;1;1;0;0;99;1;871;11;0;93;1708088656;1708088656;1708088656;1708088657;1708088656;1708088659;support;support;support;1708088656;1708088656;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;4.82E+15
32-5F-79-D7-;;84-46-FE-A3-E5-C0;KTIRIO_H_R1-AP_2.7;EDUROAM;1;2;3;132;;ht40;9;support;120;270;eduroam;84-46-FE-A3-E5-D0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;22;1062455;FE80::14D5:18D5:719B:12B8?2001:648:2D00:3022:CE4:EDB3:EC5D:6B57?2001:648:2D00:3022:A8E0:7A04:1B60:4D4;106241;1708085342;1708085342;179;179;;179;39510;0;134;57132;0;0;0;0;-78;0;1700;-7800;0;0;0;0;100;0;134;67;0;0;1708092541;1708092541;1708092541;1708092541;1708092541;1708092541;support;support;nonsupport;1708092541;1708092541;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;5.10E+13
32-67-A2-27-;;B0-08-75-C7-6C-A0;KTIRIO_C_R0-AP_2.3;EDUROAM;1;2;3;44;;ht40;9;support;270;300;eduroam;B0-08-75-C7-6C-B0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062056;FE80::8C1:137A:7ABC:671C?2001:648:2D00:3020:3489:D37:42B:C79D?2001:648:2D00:3020:1400:4E08:CB35:A0C8?2001:648:2D00:3020:8DFE:3736:3E58:2C76;106201;1708081325;1708081325;4197;4195;;5380;1314711;224;5611;3430620;968;0;0;0;-65;0;3000;-6500;0;0;0;0;100;0;44;41;0;92;1708092373;1708092373;1708092373;1708092374;1708092374;1708092376;support;support;nonsupport;1708092374;1708092374;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;5.01E+14
3A-11-59-1C-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;400;400;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062659;FE80::876:2E63:ACD8:7CE3?2001:648:2D00:3023:1482:CD5F:84CC:A456?2001:648:2D00:3023:2864:7727:F19F:EEC1;106261;1708083711;1708083711;1811;1810;;2881;652959;1864;4095;3279342;2656;0;1;0;-51;0;4400;-5100;2;2;1;0;98;1;171;4;0;97;1708090973;1708090973;1708090973;1708090974;1708090974;1708091966;support;support;nonsupport;1708090974;1708090974;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;5.82E+12
3A-13-2F-37-;;E0-00-84-38-27-00;R0_EST-AP_0.3;EDUROAM;1;2;3;100;;ht40;9;support;6;6;eduroam;E0-00-84-38-27-10;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;106242;FE80::3813:2FFF:FE37:4DA6?2001:648:2D00:3022:54E0:B134:5F1:BBFA;106241;1708081296;1708081297;4227;4225;;9209;2408068;4000;17690;13932934;2264;17;0;0;-88;0;700;-8800;1;1;0;0;99;1;207;5;0;15;1708092451;1708092451;1708092451;1708092451;0;0;support;support;support;1708092454;1708092454;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;5.82E+12
3C-13-5A-A2-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;162;200;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062026;FE80::5F50:3337:F6EC:9BB7?2001:648:2D00:3020:4D83:F03C:5029:C3EE?2001:648:2D00:3020:3810:4A1:1E00:A875;106201;1708083049;1708083049;2474;2473;;16464;3907802;7640;115155;140773955;28048;0;118;0;-73;0;2200;-7300;2;2;1;0;98;1;871;4;0;78;1708090300;1708090300;1708090300;1708090300;1708091150;1708091150;support;support;support;1708090300;1708090300;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;6.02E+14
3C-9C-0F-16-;;68-4A-AE-AB-B0-C0;KTIRIO_A_R0-AP_0.9;EDUROAM;1;2;3;52;;ht40;9;support;120;180;eduroam;68-4A-AE-AB-B0-D0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062214;FE80::9B1A:B991:19BA:BAD5?2001:648:2D00:3021:438A:2597:27D:71D3?2001:648:2D00:3021:C425:FF92:E318:FB2A?2001:0:1428:8F18:2817:151F:3C04:CBC2;106221;1708081227;1708081232;4297;4291;;1292285;811627511;801624;485998;45264767;83392;0;439;0;-72;0;2300;-7200;6;6;2;3;94;1;18585;15;0;2;1708091999;1708091999;1708091999;1708091999;1708091999;0;support;support;support;1708091999;1708091999;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;6.02E+12
3E-22-B8-C3-;;E0-00-84-38-26-40;R0_EST-AP_0.1;EDUROAM;1;2;3;132;;ht40;9;support;6;28;eduroam;E0-00-84-38-26-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062434;FE80::41C:7568:7BEC:91EA?2001:648:2D00:3022:C84D:A256:CA19:3806;106241;1708083125;1708083125;2399;2399;;14881;19749908;6384;6247;2324487;9984;0;0;0;-88;0;700;-8800;4;4;2;1;96;1;168;3;0;0;1708092551;1708092551;1708092551;0;0;0;support;support;nonsupport;0;0;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;6.23E+13
3E-51-52-29-;;68-4A-AE-AB-CE-60;KTIRIO_B_R1-AP_2.8;EDUROAM;0;1;1;11;;ht20;7;support;1;72;eduroam;68-4A-AE-AB-CE-60;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;24;1062855;FE80::3C51:52FF:FE29:34AB?2001:648:2D00:3024:3C51:52FF:FE29:34AB?2001:648:2D00:3024:BC78:22C9:7192:EB16;106281;1708081411;1708081412;4114;4112;;24743;7066441;16968;126406;149708919;296680;0;0;0;-43;0;5200;-4300;9;9;2;0;91;7;5993;147;0;77;1708088611;1708088611;1708088611;1708088611;1708088612;1708088613;nonsupport;nonsupport;nonsupport;1708088611;1708088612;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;6.28E+12
3E-73-99-97-;;E0-00-84-BF-3E-A0;KTIRIO_TH_R0-AP_2.5;EDUROAM;1;2;3;100;;ht40;9;support;6;180;eduroam;E0-00-84-BF-3E-B0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;20;1062029;FE80::3C73:99FF:FE97:2958?2001:648:2D00:3020:3C73:99FF:FE97:2958?2001:648:2D00:3020:9992:1E28:E6C2:F7F2;106201;1708081378;1708081378;4147;4147;;51311;4374819;9072;287680;422585715;711704;0;1;0;-75;0;2000;-7500;0;0;0;0;100;0;10893;92;0;68;1708088578;1708088578;1708088578;1708088578;1708088579;1708088580;support;support;nonsupport;1708088578;1708088579;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;6.21E+14
3E-D0-1E-DB-;;84-46-FE-A3-EF-80;KTIRIO_H_R1-AP_2.3;EDUROAM;1;2;3;116;;ht40;9;support;6;200;eduroam;84-46-FE-A3-EF-90;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;106223;FE80::3CD0:1EFF:FEDB:FC19?2001:648:2D00:3021:3CD0:1EFF:FEDB:FC19?2001:648:2D00:3021:1D17:863C:F333:B896;106221;1708081377;1708081378;4149;4147;;80;10421;0;61;23622;0;0;0;0;-71;0;2400;-7100;0;0;0;0;100;0;0;63;0;97;1708089539;1708089539;1708089539;1708089539;1708090381;1708090381;support;support;support;1708089539;1708089539;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;6.22E+14
40-1A-58-0C-;;E0-00-84-38-25-E0;KTIRIO_B_R1-AP_0.3;EDUROAM;1;2;3;44;;ht40;9;support;162;200;eduroam;E0-00-84-38-25-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;20;1062021;FE80::9A2C:BF87:F62A:460D?2001:648:2D00:3020:F781:7214:6363:66CB?2001:648:2D00:3020:708B:914:F0B6:D4FB;106201;1708081363;1708081405;4163;4120;;62034;12097068;0;383245;508779964;0;0;0;0;-68;0;2700;-6800;0;0;0;0;100;0;0;126;0;97;1708088563;1708088563;1708088563;1708088605;1708088605;1708088608;support;support;nonsupport;1708088605;1708088605;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;6.43E+11
40-3F-8C-38-;;B0-08-75-C7-72-20;KTIRIO_TH_R0-AP_0.5;EDUROAM;0;1;1;1;;ht20;7;support;65;72;eduroam;B0-08-75-C7-72-20;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;23;1062619;FE80::423F:8CFF:FE38:42EA?2001:648:2D00:3023:423F:8CFF:FE38:42EA?2001:648:2D00:3023:995D:CD14:E5E4:E619;106261;1708082269;1708082270;3258;3256;;297551;101084559;260480;284979;120593540;305336;0;300;0;-59;0;3600;-5900;7;7;4;0;93;3;16454;74;0;0;1708089469;1708089469;1708089469;1708089469;1708089470;1708089471;nonsupport;nonsupport;nonsupport;1708089469;1708089469;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;6.46E+13
42-24-69-47-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;0;1;3;1;;ht20;15;support;117;52;eduroam;E0-00-84-38-25-40;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;10628125;FE80::4024:69FF:FE47:CE05?2001:648:2D00:3024:85AC:61C7:111:F52F;106281;1708081283;1708081283;4244;4244;;81007;12692382;104;260947;343979843;0;2;5;0;-67;0;2800;-6700;15;15;2;0;85;13;0;4;0;0;1708092538;1708092538;1708092538;1708092538;0;0;nonsupport;nonsupport;nonsupport;1708092538;1708092538;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;6.64E+12
42-99-B6-B1-;;E0-00-84-BF-3E-C0;KTIRIO_TH_R0-AP_2.4;EDUROAM;1;2;3;52;;ht40;9;support;6;180;eduroam;E0-00-84-BF-3E-D0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062662;FE80::4099:B6FF:FEB1:D20A?2001:648:2D00:3023:4099:B6FF:FEB1:D20A?2001:648:2D00:3023:A88C:C379:810D:FBA2;106261;1708081394;1708081394;4134;4133;;3324;902142;0;4437;4447591;0;0;0;0;-71;0;2400;-7100;0;0;0;0;100;0;0;91;0;97;1708091658;1708091658;1708091658;1708091658;1708092258;1708092258;support;support;support;1708091658;1708091658;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;6.62E+15
44-1C-A8-FB-;;68-4A-AE-AB-AF-60;KTIRIO_B_R1-AP_1.1;EDUROAM;0;1;1;1;;ht20;7;support;72;13;eduroam;68-4A-AE-AB-AF-60;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062227;FE80::6DC6:4F5C:F399:1FD2?2001:648:2D00:3021:C49F:8CCA:BB4B:550B;106221;1708081224;-1;4304;80085211;;18902;8774422;4312;9275;2248171;3352;2;59;0;-71;0;2400;-7100;11;11;2;0;89;9;357;132;0;0;1708089639;1708089639;1708089639;1708089639;1708089639;1708090538;nonsupport;nonsupport;nonsupport;1708089639;1708089639;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;6.83E+13
46-03-6B-82-;;B0-08-75-C7-6C-60;KTIRIO_Z_R0-AP_1.6;EDUROAM;1;2;3;116;;ht40;9;support;6;200;eduroam;B0-08-75-C7-6C-70;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062822;FE80::4403:6BFF:FE82:A3BF?2001:648:2D00:3024:4403:6BFF:FE82:A3BF?2001:648:2D00:3024:759B:B0B4:6E7F:F867;106281;1708081287;1708081287;4241;4240;;6067;1391778;72;19095;21707353;48;0;0;0;-71;0;2400;-7100;1;1;0;0;99;1;14;111;0;96;1708091800;1708091800;1708091800;1708091800;1708092057;1708092057;support;support;support;1708091800;1708091800;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;7.03E+14
46-30-2B-16-;;E0-00-84-38-27-00;R0_EST-AP_0.3;EDUROAM;1;2;3;100;;ht40;9;support;6;300;eduroam;E0-00-84-38-27-10;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;106263;FE80::4430:2BFF:FE16:D291?2001:648:2D00:3023:4430:2BFF:FE16:D291?2001:648:2D00:3023:A1A2:C8A7:95FE:94C5;106261;1708085012;1708085013;517;515;;65485;80658100;196992;50236;54421209;1710728;0;4;0;-67;0;2800;-6700;1;1;0;0;99;1;31221;5;0;41;1708092223;1708092223;1708092223;1708092224;0;0;support;support;support;1708092224;1708092224;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;7.05E+13
46-7F-B0-FB-;;68-4A-AE-AB-CD-60;KTIRIO_I_R1-AP_2.5;EDUROAM;1;2;3;124;;ht40;9;support;243;270;eduroam;68-4A-AE-AB-CD-70;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;10620120;FE80::447F:B0FF:FEFB:1DB1?2001:648:2D00:3020:419B:B4E8:E7F2:1F57;106201;1708081356;1708081356;4173;4172;;97464;10387571;504;254150;379155442;6456;0;0;0;-71;0;2400;-7100;0;0;0;0;100;0;149;168;0;94;1708090451;1708090451;1708090451;1708090451;1708090918;1708090918;support;support;support;1708090451;1708090451;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;7.01E+15
46-D5-33-98-;;E0-00-84-38-27-00;R0_EST-AP_0.3;EDUROAM;1;2;3;100;;ht40;9;support;135;200;eduroam;E0-00-84-38-27-10;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;24;1062845;FE80::44D5:33FF:FE98:A20B?2001:648:2D00:3024:44D5:33FF:FE98:A20B?2001:648:2D00:3024:5620:DEB9:8491:D58A;106281;1708082801;1708082801;2729;2727;;6675;1938655;7256;39219;45620519;489904;0;0;0;-71;0;2400;-7100;1;1;0;0;99;1;8881;5;0;72;1708090000;1708090000;1708090000;1708090001;1708090001;1708090003;support;support;nonsupport;1708090000;1708090000;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;7.02E+14
48-5F-99-90-;;B0-08-75-C7-71-A0;KTIRIO_TH_R0-AP_0.1;EDUROAM;1;2;3;44;;ht40;9;support;24;6;eduroam;B0-08-75-C7-71-B0;eduroam;associatedNotAuthenticated;wpa2Dot1x;aes;wmm;no;20;0;;0;1708085362;0;168;0;;0;0;0;0;0;0;0;0;0;-72;0;2300;-7200;3;3;2;0;97;1;0;70;0;0;1708092561;1708092561;1708092561;0;0;0;support;support;support;0;0;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;::;;;;;7.30E+14
48-5F-99-91-;;E0-00-84-38-26-C0;KTIRIO_Z_R0-AP_1.2;EDUROAM;0;1;1;6;;ht20;7;support;72;39;eduroam;E0-00-84-38-26-C0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062211;;106221;1708081233;1708081234;4298;4297;;2440;425952;80;2044;806900;184;0;0;0;-71;0;2400;-7100;3;3;2;0;97;1;19;107;0;0;1708089006;1708089006;1708089006;1708089006;1708089006;1708089006;nonsupport;nonsupport;nonsupport;1708089006;1708089006;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;::;;;;;7.30E+15
48-FD-A3-FF-;;B0-08-75-C7-71-60;KTIRIO_I_R1-AP_0.6;EDUROAM;0;1;1;1;;ht20;9;support;39;72;eduroam;B0-08-75-C7-71-60;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;22;106248;FE80::BB47:7307:8134:4A8E?2001:648:2D00:3022:587D:A3F3:FCE5:680?2001:648:2D00:3022:88E8:1C6:B6F4:4D78;106241;1708082493;1708082494;3039;3037;;3925;1234544;752;3291;1619328;1024;0;4;0;-64;0;3100;-6400;7;7;2;0;93;5;97;153;0;93;1708089692;1708089692;1708089692;1708089693;1708089694;1708089695;support;nonsupport;nonsupport;1708089693;1708089693;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;7.23E+16
4A-59-B7-3D-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;300;270;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062463;FE80::4859:B7FF:FE3D:186?2001:648:2D00:3022:6E21:4F0B:1F12:7C2A;106241;1708082068;1708082069;3464;3463;;16801;4505489;30368;24965;26144870;109104;0;9;0;-63;0;3200;-6300;2;2;1;0;98;1;2823;4;0;85;1708089361;1708089361;1708089361;1708089361;1708090170;1708090170;support;support;support;1708089361;1708089361;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;7.49E+12
4C-02-20-50-;;84-46-FE-A3-F0-20;KTIRIO_H_R1-AP_2.6;EDUROAM;1;2;3;60;;ht40;9;support;180;240;eduroam;84-46-FE-A3-F0-30;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062645;FE80::6D97:7DDF:33CB:6A18?2001:648:2D00:3023:CCA1:A9E2:9C88:D64;106261;1708081247;1708081248;4286;4284;;65989;23555048;16;89702;80059848;16;0;5;0;-63;0;3200;-6300;0;0;0;0;100;0;4;66;0;24;1708092292;1708092292;1708092292;1708092292;1708092444;1708092444;support;support;support;1708092292;1708092292;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;7.62E+12
4C-63-71-8F-;;E0-00-84-38-26-20;KTIRIO_B_R1-AP_0.1;EDUROAM;1;2;3;52;;ht40;9;support;150;200;eduroam;E0-00-84-38-26-30;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062447;FE80::1676:BA4D:88B6:50BC?2001:648:2D00:3022:1139:5F61:213C:56D1;106241;1708084222;1708084223;1311;1310;;5529;1263377;7248;7548;5162321;6832;0;0;0;-67;0;2800;-6700;1;1;0;0;99;1;590;124;0;92;1708091673;1708091673;1708091673;1708091673;1708092403;1708092403;support;support;support;1708091673;1708091673;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;7.70E+14
4C-E0-DB-15-;;B0-08-75-C7-6A-E0;KTIRIO_A_R0-AP_0.5;EDUROAM;1;2;3;60;;ht40;9;support;6;200;eduroam;B0-08-75-C7-6A-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062617;FE80::52AD:DBDB:BB36:4942?2001:648:2D00:3023:FAE9:B1E9:8F61:71C4?2001:648:2D00:3023:91EC:1DED:B422:645D;106261;1708081225;1708081226;4308;4307;;6643;1686879;4320;18262;20424843;4968;0;2;0;-55;0;4000;-5500;1;1;0;0;99;1;231;11;0;94;1708089062;1708089062;1708089062;1708089062;1708089517;1708089517;support;support;support;1708089062;1708089062;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;7.62E+15
4C-F2-02-A7-;;68-4A-AE-AB-A8-A0;KTIRIO_B_R1-AP_1.5;EDUROAM;1;2;3;36;;ht40;9;support;300;300;eduroam;68-4A-AE-AB-A8-B0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;23;1062611;2001:648:2D00:3023:7969:ECA5:8931:42E5?FE80::8AC6:BEA:3B80:9977?2001:648:2D00:3023:ECAE:9208:720A:47C2;106261;1708081331;1708081332;4203;4201;;478271;43752059;65992;3847392;5558842401;11803808;0;900;0;-60;0;3500;-6000;15;15;14;1;85;0;181800;136;0;64;1708088531;1708088531;1708088531;1708088531;1708088532;1708088532;support;support;support;1708088531;1708088531;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;7.62E+13
4E-72-03-99-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;180;200;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;21;1062278;FE80::69:6CCE:6F2C:C3CD?2001:648:2D00:3021:C5:4E20:E3E8:5C90?2001:648:2D00:3021:4D30:F0EF:9C07:BF51;106221;1708084881;1708084881;653;652;;309;48460;88;405;307272;0;0;0;0;-55;0;4000;-5500;2;2;1;0;98;1;0;4;0;96;1708092081;1708092081;1708092081;1708092081;1708092082;1708092082;support;support;nonsupport;1708092081;1708092081;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;7.81E+14
4E-8A-45-21-;;B0-08-75-C7-6B-60;KTIRIO_A_R0-AP_1.6;EDUROAM;1;2;3;100;;ht40;9;support;81;135;eduroam;B0-08-75-C7-6B-70;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;21;1062281;FE80::4C8A:45FF:FE21:41D?2001:648:2D00:3021:4C8A:45FF:FE21:41D?2001:648:2D00:3021:75BB:ED1D:9809:1C91;106221;1708085249;1708085249;286;286;;1;90;0;1;66;0;0;0;0;-79;0;1600;-7900;0;0;0;0;100;0;1;21;0;96;1708092449;1708092449;1708092449;1708092449;1708092449;1708092451;support;support;support;1708092449;1708092449;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;7.81E+11
