hwWlanStaMac;hwWlanStaUsername;hwWlanStaApMac;hwWlanStaApName;hwWlanStaApGroup;hwWlanStaRadioId;hwWlanStaAssocBand;hwWlanStaSupportBand;hwWlanStaAccessChannel;hwWlanStaRfMode;hwWlanStaHtMode;hwWlanStaMcsVal;hwWlanStaShortGIStatus;hwWlanStaConnectRxRate;hwWlanStaConnectTxRate;hwWlanStaEssName;hwWlanStaBSSID;hwWlanStaSsid;hwWlanStaStatus;hwWlanStaAuthenMethod;hwWlanStaEncryptMethod;hwWlanStaQosMode;hwWlanStaRoamStatus;hwWlanStaVlan;hwWlanStaIP;hwWlanStaIPv6;hwWlanStaGateway;hwWlanStaAssocTime;hwWlanStaAccessTime;hwWlanStaOnlineTime;hwWlanStaAccessOnlineTime;hwWlanStaStatOperMode;hwWlanStaWirelessStatRxFrames;hwWlanStaWirelessRxBytes;hwWlanStaWirelessRxRate;hwWlanStaWirelessStatTxFrames;hwWlanStaWirelessTxBytes;hwWlanStaWirelessTxRate;hwWlanStaPeriodSendDropFrames;hwWlanStaPeriodReSendFrames;hwWlanStaPeriodReSendBytes;hwWlanStaRssi;hwWlanStaNoise;hwWlanStaSnrUs;hwWlanStaRxPowerUs;hwWlanStaChannelUtilRate;hwWlanStaChannelBusyRate;hwWlanStaChannelTxRatio;hwWlanStaChannelRxRatio;hwWlanStaChannelFreeRate;hwWlanStaChannelInterfRate;hwWlanStaPeriodSendFrames;hwWlanStaApId;hwWlanStationUapsdCapacity;hwWlanStationPowerSavePercent;hwWlanStaAssocStartTime;hwWlanStaAssocSuccessTime;hwWlanStaAuthStartTime;hwWlanStaAuthSuccessTime;hwWlanStaDhcpStartTime;hwWlanStaDhcpSuccessTime;hwWlanStaVHTCapable;hwWlanStaVHTTxBFCapable;hwWlanStaMUMIMOCapable;hwWlanStaWpaStartTime;hwWlanStaWpaSuccessTime;hwWlanStaWirelessPacketDelay;hwWlanStaAccessSuccessRate;hwWlanStaTotalAccessTime;hwWlanStaDelayStatus;hwWlanStaAssocDuration;hwWlanStaWpaDuration;hwWlanStaAuthDuration;hwWlanStaDhcpDuration;hwWlanStationDevType;hwWlanStaNaviACID;hwWlanStaWirelessStatRxIPv6Frames;hwWlanStaWirelessRxIPv6Bytes;hwWlanStaWirelessStatTxIPv6Frames;hwWlanStaWirelessTxIPv6Bytes;hwWlanStaGatewayIPv6;hwWlanStaCategoryName;hwWlanStaVendorName;hwWlanStaModelName;hwWlanStaOS;Index Value
6E-33-1C-09-;;E0-00-84-BF-3E-40;KTIRIO_TH_R0-AP_1.8;EDUROAM;0;1;3;11;;ht20;9;support;173;43;eduroam;E0-00-84-BF-3E-40;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062043;FE80::6C33:1CFF:FE09:9FD5?2001:648:2D00:3020:4198:9E05:ADD1:5A65;106201;1708081292;1708081293;4260;4258;;105729;15821607;29248;333867;431212373;649232;0;131;0;-63;0;3200;-6300;26;26;18;0;74;8;10429;86;0;;1708092361;1708092361;1708092361;1708092361;0;0;;;;;1708092361;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.11E+13
6E-BF-D0-D5-;;E0-00-84-38-26-40;R0_EST-AP_0.1;EDUROAM;1;2;3;132;;ht40;9;support;6;400;eduroam;E0-00-84-38-26-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062272;FE80::6CBF:D0FF:FED5:D70E?2001:648:2D00:3021:6CBF:D0FF:FED5:D70E?2001:648:2D00:3021:4DA4:3FAB:96BD:8C83;106221;1708083862;1708083862;1690;1690;;10225;2643213;104;94298;115865930;288;0;0;0;-63;0;3200;-6300;2;2;1;1;98;0;25;3;0;;1708091961;1708091961;1708091961;1708091962;0;0;;;;;1708091962;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.10E+16
70-77-81-A6-;;68-4A-AE-AB-D0-60;KTIRIO_I_R1-AP_1.7;EDUROAM;0;1;1;1;;ht20;7;support;24;52;eduroam;68-4A-AE-AB-D0-60;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;10628197;FE80::4102:E19E:43BE:47B1?2001:648:2D00:3024:4102:E19E:43BE:47B1?2001:648:2D00:3024:A9E3:D388:91DB:9C2F;106281;1708081261;1708081261;4292;4291;;33110;4328729;7032;154963;199194130;354544;0;108;0;-65;0;3000;-6500;58;58;13;10;42;35;6257;162;0;;1708089978;1708089978;1708089978;1708089978;1708089979;1708089979;;;;;1708089978;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.12E+16
72-0E-0C-BC-;;84-46-FE-A3-E4-60;KTIRIO_Z_R0-AP_2.9;EDUROAM;1;2;3;52;;ht40;9;support;162;200;eduroam;84-46-FE-A3-E4-70;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;24;106289;FE80::700E:CFF:FEBC:8328?2001:648:2D00:3024:700E:CFF:FEBC:8328?2001:648:2D00:3024:10F2:97D1:DD4C:403;106281;1708081403;1708081404;4150;4149;;1485;325541;0;2084;1879850;0;0;0;0;-71;0;2400;-7100;1;1;0;0;99;1;0;123;0;;1708088603;1708088603;1708088603;1708088603;1708088604;1708088604;;;;;1708088603;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.14E+14
72-91-13-1B-;;68-4A-AE-AB-A6-E0;KTIRIO_I_R1-AP_2.2;EDUROAM;1;2;3;116;;ht40;9;support;6;48;eduroam;68-4A-AE-AB-A6-F0;eduroam;roam;wpa2Dot1x;aes;wmm;yes;22;0;FE80::C5F:E8C:B196:D1DB;0;1708081444;1708081445;4109;4108;;309;70830;0;273;129170;0;0;0;0;-73;0;2200;-7300;0;0;0;0;100;0;0;165;0;;1708089152;1708089152;1708089152;1708089152;0;0;;;;;0;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.14E+14
74-12-B3-19-;;E0-00-84-38-27-E0;KTIRIO_Z_R0-AP_0.7;EDUROAM;1;2;3;36;;ht40;9;support;108;120;eduroam;E0-00-84-38-27-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062422;FE80::365E:BEAF:5677:975C?2001:648:2D00:3022:FB7A:D74C:2BC9:FDAA?2001:648:2D00:3022:88ED:1C79:8A82:3F4B?2001:648:2D00:3022:F141:7851:9452:C68B;106241;1708081238;1708081238;4316;4314;;12026;2483676;5960;11693;3951149;3128;0;3;0;-76;0;1900;-7600;1;1;0;0;99;1;3;103;0;;1708092534;1708092534;1708092534;1708092534;1708092534;1708092536;;;;;1708092534;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.16E+14
74-15-75-21-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;0;1;3;1;;invalid;0;support;65535;65535;eduroam;E0-00-84-38-25-40;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;null;no;21;1062253;FE80::B524:28A7:A901:3FC0;0;1708085548;1708085548;6;6;;17;3120;0;0;0;0;4294967295;4294967295;0;-56;0;0;-5600;23;23;3;0;77;20;0;4;0;;0;0;0;0;0;0;;;;;0;0;0;0;;0;0;0;0;;-1;0;0;0;0;::;;;;;1.16E+15
74-15-75-E6-;;68-4A-AE-AB-A8-20;KTIRIO_A_R0-AP_0.7;EDUROAM;1;2;3;124;;ht40;9;support;200;200;eduroam;68-4A-AE-AB-A8-30;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062015;2001:648:2D00:3020:868:17FD:483E:5D1B?FE80::9EB2:FBA6:7CA8:BE99;106201;1708081223;1708081244;4332;4310;;93981;14631463;33496;448882;590837961;1458552;0;1;0;-63;0;3200;-6300;0;0;0;0;100;0;23181;13;0;;1708092052;1708092052;1708092052;1708092052;1708092357;1708092357;;;;;1708092052;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.16E+15
74-29-AF-66-;;E0-00-84-38-1C-40;KTIRIO_Z_R0-AP_0.4;EDUROAM;0;1;1;1;;ht20;7;support;72;72;eduroam;E0-00-84-38-1C-40;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;22;1062471;FE80::1A85:9F4:FD96:10E8?2001:648:2D00:3022:2D49:3023:8345:72D3;106241;1708084685;1708084687;870;868;;1496;339794;3144;1619;862097;5088;0;12;0;-59;0;3600;-5900;6;6;2;0;94;4;245;100;0;;1708091885;1708091885;1708091885;1708091887;1708091885;1708091888;;;;;1708091885;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.16E+15
74-EB-80-18-;;68-4A-AE-AB-D0-60;KTIRIO_I_R1-AP_1.7;EDUROAM;1;2;3;36;;ht40;7;support;150;150;eduroam;68-4A-AE-AB-D0-70;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;24;1062837;FE80::76EB:80FF:FE18:920?2001:648:2D00:3024:76EB:80FF:FE18:920?2001:648:2D00:3024:7D74:D714:D644:9C6E?::1;106281;1708082403;1708082403;3153;3151;;59642;8776130;55136;73174;15136498;54744;0;51;0;-71;0;2400;-7100;1;1;0;0;99;1;6428;162;0;;1708092477;1708092477;1708092477;1708092477;1708092477;1708092479;;;;;1708092477;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.16E+13
76-3C-A0-FB-;;68-4A-AE-AB-A8-60;KTIRIO_B_R1-AP_1.7;EDUROAM;0;1;3;6;;ht20;9;support;96;78;eduroam;68-4A-AE-AB-A8-60;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062011;FE80::743C:A0FF:FEFB:7036?2001:648:2D00:3020:C1E5:98F2:F93B:264B;106201;1708081387;1708081387;4169;4168;;337;100097;0;343;248873;0;0;0;0;-64;0;3100;-6400;10;10;2;0;90;8;0;138;0;;1708088597;1708088597;1708088597;1708088597;1708089489;1708089489;;;;;1708088597;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.19E+15
76-51-20-C0-;;84-46-FE-A3-E6-00;KTIRIO_H_R1-AP_2.4;EDUROAM;1;2;3;36;;ht40;9;support;121;180;eduroam;84-46-FE-A3-E6-10;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062449;FE80::7451:20FF:FEC0:49E7?2001:648:2D00:3022:7451:20FF:FEC0:49E7?2001:648:2D00:3022:64E6:AEDB:4A7C:9303;106241;1708084792;1708084793;765;763;;25631;11488790;143320;31503;28023281;669144;0;141;0;-72;0;2300;-7200;1;1;0;0;99;1;13194;64;0;;1708092547;1708092547;1708092547;1708092547;0;0;;;;;1708092547;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.19E+14
76-69-B6-D6-;;E0-00-84-38-27-00;R0_EST-AP_0.3;EDUROAM;0;1;1;1;;ht20;9;support;1;65;eduroam;E0-00-84-38-27-00;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062453;FE80::7469:B6FF:FED6:8163?2001:648:2D00:3022:7970:8984:6085:BE99;106241;1708081235;1708081235;4322;4321;;32641;7458464;0;92520;104647123;0;0;0;0;-51;0;4400;-5100;8;8;2;0;92;6;0;5;0;;1708092535;1708092535;1708092535;1708092535;0;0;;;;;1708092535;0;0;0;;0;0;0;0;;-1;0;0;0;0;::;;;;;1.18E+16
76-BF-F9-05-;;E0-00-84-38-27-00;R0_EST-AP_0.3;EDUROAM;1;2;3;100;;ht40;9;support;180;200;eduroam;E0-00-84-38-27-10;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;106262;FE80::74BF:F9FF:FE05:483A?2001:648:2D00:3023:8FC:A1F0:E3C0:4DC;106261;1708081335;1708081335;4223;4222;;13331;3779308;23392;21240;21655671;361872;0;0;0;-62;0;3300;-6200;1;1;0;0;99;1;6217;5;0;;1708092516;1708092516;1708092516;1708092516;0;0;;;;;1708092516;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.18E+13
7A-02-34-99-;;84-46-FE-A3-E4-C0;KTIRIO_Z_R0-AP_1.8;EDUROAM;1;2;3;36;;ht40;9;support;27;90;eduroam;84-46-FE-A3-E4-D0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062460;FE80::7802:34FF:FE99:444B?2001:648:2D00:3022:7802:34FF:FE99:444B?2001:648:2D00:3022:4066:E0DD:136A:931;106241;1708081228;1708081249;4330;4309;;1177;351826;8;1362;770301;8;0;0;0;-84;0;1100;-8400;0;0;0;0;100;0;2;113;0;;1708092723;1708092723;1708092723;1708092723;1708092723;1708092724;;;;;1708092723;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.22E+12
7A-0C-D5-91-;;B0-08-75-C7-6D-80;KTIRIO_I_R1-AP_1.1;EDUROAM;0;1;3;11;;ht20;9;support;52;28;eduroam;B0-08-75-C7-6D-80;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062013;FE80::780C:D5FF:FE91:73FD?2001:648:2D00:3020:780C:D5FF:FE91:73FD?2001:648:2D00:3020:41A6:628F:A197:F8E4;106201;1708084919;1708084919;640;638;;10316;2764776;26008;43693;52324412;424544;2;20;0;-71;0;2400;-7100;16;16;2;0;84;14;5853;156;0;;1708092185;1708092185;1708092185;1708092185;1708092185;1708092187;;;;;1708092185;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.22E+16
7C-03-5E-95-;;E0-00-84-38-25-C0;R0_AMF-AP_0.3;EDUROAM;0;1;1;11;;ht20;9;support;39;43;eduroam;E0-00-84-38-25-C0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062233;FE80::7E03:5EFF:FE95:65A0?2001:648:2D00:3021:D5F1:9B35:3D8:2058;106221;1708081227;1708081227;4332;4331;;404;93966;16;315;121116;0;0;1;0;-78;0;1700;-7800;24;24;23;0;76;1;1;2;0;;1708092540;1708092540;1708092540;1708092540;0;0;;;;;1708092540;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.24E+14
7C-03-5E-FF-;;68-4A-AE-AB-B9-E0;R0 GRAFEIA-AP04;EDUROAM;0;1;1;1;;ht20;9;support;1;6;eduroam;68-4A-AE-AB-B9-E0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062218;FE80::F51D:86EC:3BA0:1F15?2001:648:2D00:3021:E900:E6:A7A3:80AF?2001:648:2D00:3021:2D93:4477:15B:DCC7;106221;1708082610;1708082611;2950;2948;;6050;1841301;6368;19864;21128009;10432;11;0;0;-88;0;700;-8800;11;11;2;0;89;9;269;172;0;;1708090228;1708090228;1708090228;1708090228;1708090714;1708090714;;;;;1708090228;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.24E+14
7C-2A-DB-79-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht20;9;support;78;78;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062038;FE80::429C:8692:FAEC:2389?2001:648:2D00:3020:5D5:9670:298F:B0CF?2001:648:2D00:3020:7D16:29B2:74C7:C9D8;106201;1708085386;1708085387;174;173;;1812;397127;4424;1266;462569;7896;0;15;0;-56;0;3500;-5600;1;1;0;0;99;1;85;4;0;;0;0;0;0;0;0;;;;;0;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.24E+14
7C-89-56-40-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;6;180;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062439;FE80::70C3:BE67:6C66:CB98?2001:648:2D00:3022:1EC0:3BCB:FFCC:91DC?2001:648:2D00:3022:8C39:CE30:337E:AF48;106241;1708081237;1708081238;4324;4322;;5085;1167423;16;6366;5551807;56;0;0;0;-72;0;2300;-7200;1;1;0;0;99;1;3;4;0;;1708092440;1708092440;1708092440;1708092440;0;0;;;;;1708092441;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.24E+13
7C-D6-61-CB-;;E0-00-84-38-27-00;R0_EST-AP_0.3;EDUROAM;0;1;1;1;;ht20;7;support;72;72;eduroam;E0-00-84-38-27-00;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062616;FE80::751D:9C3B:22F5:8837?2001:648:2D00:3023:4C:7780:E589:AEA3?2001:648:2D00:3023:6C5C:8CBB:F101:F810;106261;1708081274;1708081296;4287;4264;;10330;2893886;272;29229;31234978;336;0;0;0;-51;0;4400;-5100;8;8;2;0;92;6;38;5;0;;1708090114;1708090114;1708090114;1708090114;1708090307;1708090307;;;;;1708090114;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.24E+16
7E-01-FC-D8-;;68-4A-AE-AB-A6-E0;KTIRIO_I_R1-AP_2.2;EDUROAM;0;1;3;11;;ht20;15;support;144;117;eduroam;68-4A-AE-AB-A6-E0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062821;FE80::18C0:7CDD:2D29:835D?2001:648:2D00:3024:4C74:197C:4669:3F28;106281;1708084852;1708084852;709;708;;7005;1700925;68320;13385;14563184;633808;0;84;0;-56;0;3900;-5600;12;12;3;0;88;9;12564;165;0;;1708092058;1708092058;1708092058;1708092058;1708092060;0;;;;;1708092058;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.26E+14
7E-FC-7C-02-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;400;400;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062234;FE80::10C5:7F7:BF39:5529?2001:648:2D00:3021:47E:D3F7:A787:CE2D?2001:648:2D00:3021:31E8:C5CE:E3A:2957;106221;1708083897;1708083897;1665;1663;;509;112687;0;239;134062;0;0;0;0;-47;0;4800;-4700;1;1;0;0;99;1;0;4;0;;1708091107;1708091107;1708091107;1708091107;1708092191;1708092191;;;;;1708091107;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.26E+15
7E-FF-AE-F2-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;200;200;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;24;1062828;FE80::7CFF:AEFF:FEF2:5AED?2001:648:2D00:3024:7CFF:AEFF:FEF2:5AED?2001:648:2D00:3024:2442:73FA:B630:B84D;106281;1708083283;1708083283;2279;2279;;10083;1843787;2280;10701;7516528;3400;0;2;0;-57;0;3800;-5700;1;1;0;0;99;1;452;4;0;;1708090482;1708090482;1708090482;1708090483;1708090483;1708090485;;;;;1708090482;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.26E+16
80-32-53-4D-;;B0-08-75-C7-6C-80;KTIRIO_I_R1-AP_0.1;EDUROAM;0;1;3;6;;ht20;15;support;144;104;eduroam;B0-08-75-C7-6C-80;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062264;FE80::3B62:2B5C:B12B:9D9D?2001:648:2D00:3021:B18E:8306:D1CD:340C?2001:648:2D00:3021:BD4E:A997:C43:F5A1;106221;1708082551;1708082551;3012;3010;;32229;32693769;169712;13289;2744001;6616;0;18;0;-59;0;3600;-5900;14;14;2;0;86;12;1066;148;0;;1708092130;1708092130;1708092130;1708092130;1708092130;1708092133;;;;;1708092130;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.29E+13
80-35-C1-5F-;;B0-08-75-C7-73-20;KTIRIO_I_R1-AP_0.2;EDUROAM;0;1;3;11;;ht20;9;support;96;72;eduroam;B0-08-75-C7-73-20;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062014;FE80::8235:C1FF:FE5F:1F73?2001:648:2D00:3020:D968:34CC:B571:B1DB;106201;1708081831;1708081835;3732;3728;;1111;294498;1368;863;349648;1528;0;0;0;-56;0;3900;-5600;15;15;2;0;85;13;124;149;0;;1708089340;1708089340;1708089340;1708089340;1708089937;1708089937;;;;;1708089340;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.29E+14
80-D2-1D-D7-;;B0-08-75-C7-6A-60;KTIRIO_A_R0-AP_1.5;EDUROAM;0;1;1;1;;ht20;7;support;58;19;eduroam;B0-08-75-C7-6A-60;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062275;FE80::8B66:8335:DDEA:4C2B?2001:648:2D00:3021:9799:930B:2F63:F255?2001:648:2D00:3021:890F:1619:7D8F:1FF1;106221;1708084474;1708084479;1090;1084;;37212;6576328;21272;92111;109652231;686888;0;411;0;-71;0;2400;-7100;20;20;2;0;80;18;11720;20;0;;1708091695;1708091695;1708091695;1708091695;1708091695;1708091718;;;;;1708091695;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.28E+15
82-30-D5-4C-;;84-46-FE-A3-E6-60;KTIRIO_H_R1-AP_2.9;EDUROAM;0;1;3;11;;ht20;15;support;144;52;eduroam;84-46-FE-A3-E6-60;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;24;1062863;FE80::1069:E3E3:281A:400?2001:648:2D00:3024:8B0B:5879:4F13:FC56?2001:648:2D00:3024:E44F:FCEC:67F6:6195;106281;1708081264;1708081264;4300;4300;;482915;59533795;747488;1005881;1465618470;20185424;17;8271;0;-52;0;4300;-5200;63;63;56;1;37;6;307553;69;0;;1708088463;1708088463;1708088463;1708088464;1708088464;1708088464;;;;;1708088464;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.30E+13
82-7A-DB-56-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;6;200;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062667;FE80::807A:DBFF:FE56:6037?2001:648:2D00:3023:807A:DBFF:FE56:6037?2001:648:2D00:3023:5DEC:AC18:761D:6E79;106261;1708084161;1708084161;1404;1403;;6274;1207002;6536;8918;8748413;11344;0;0;0;-57;0;3800;-5700;1;1;0;0;99;1;473;4;0;;1708091795;1708091795;1708091795;1708091795;1708092263;1708092263;;;;;1708091795;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.30E+14
86-40-E3-D4-;;E0-00-84-38-26-40;R0_EST-AP_0.1;EDUROAM;0;1;3;6;;ht20;15;support;13;19;eduroam;E0-00-84-38-26-40;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;24;1062849;FE80::1869:9226:23A3:4419?2001:648:2D00:3024:1073:FDB4:6649:9A80?2001:648:2D00:3024:5583:F1CD:D3DC:B23F;106281;1708085482;1708085486;83;79;;384;108104;0;341;141401;0;3;3;0;-77;0;1800;-7700;6;6;2;0;94;4;341;3;0;;0;0;0;0;0;0;;;;;0;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.35E+15
86-9D-64-D0-;;B0-08-75-C7-70-C0;KTIRIO_TH_R0-AP_0.2;EDUROAM;1;2;3;108;;ht40;9;support;6;108;eduroam;B0-08-75-C7-70-D0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062037;FE80::849D:64FF:FED0:ABBE?2001:648:2D00:3020:8C28:B50C:6423:FE39;106201;1708081230;1708081231;4335;4334;;773;269150;0;830;487650;0;0;0;0;-83;0;1200;-8300;0;0;0;0;100;0;0;71;0;;1708091711;1708091711;1708091711;1708091711;1708092037;1708092037;;;;;1708091711;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.34E+17
86-E7-37-88-;;B0-08-75-C7-6F-80;KTIRIO_TH_R0-AP_1.3;EDUROAM;1;2;3;60;;ht40;9;support;6;150;eduroam;B0-08-75-C7-6F-90;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;21;106228;FE80::84E7:37FF:FE88:85E3?2001:648:2D00:3021:84E7:37FF:FE88:85E3?2001:648:2D00:3021:397B:7549:A9BF:A4FA;106221;1708085032;1708085032;534;534;;420;155223;40;594;397173;88;0;0;0;-76;0;1900;-7600;0;0;0;0;100;0;11;81;0;;1708092231;1708092231;1708092231;1708092232;1708092232;1708092232;;;;;1708092232;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.34E+16
88-83-22-A3-;;E0-00-84-38-27-A0;KTIRIO_Z_R0-AP_1.4;EDUROAM;0;1;3;11;;ht20;7;support;65;39;eduroam;E0-00-84-38-27-A0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062221;2001:648:2D00:3021:40B4:6B88:2EBC:2AB3;106221;1708081329;1708081331;4237;4234;;3496;1146126;0;15108;16190747;0;0;0;0;-57;0;3800;-5700;10;10;2;0;90;8;0;109;0;;1708092697;1708092697;1708092697;1708092697;1708092697;0;;;;;1708092697;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.36E+15
8A-95-63-12-;;68-4A-AE-AB-B0-A0;KTIRIO_B_R1-AP_1.2;EDUROAM;1;2;3;52;;ht40;9;support;135;180;eduroam;68-4A-AE-AB-B0-B0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062445;FE80::8895:63FF:FE12:C06?2001:648:2D00:3022:8895:63FF:FE12:C06?2001:648:2D00:3022:2932:D46D:484E:2855;106241;1708081252;1708081274;4315;4292;;12217;3124303;5816;63336;74856759;6080;0;6;0;-67;0;2800;-6700;0;0;0;0;100;0;315;133;0;;1708092340;1708092340;1708092340;1708092340;0;0;;;;;1708092341;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.38E+12
